id,traffic_density,green_open_space,total_landfills,solid_waste_generated,happiness_score,year_2022,year_2023,hdi_gdp_ratio,population_density,area_population_ratio,hdi_gdp_product,population_density_product,area_population_product,log_hdi,log_gdp,log_population,log_densities,log_total_area
11012022,1,-0.9024252663322565,0.0,-1.5472692291069816,72.37,1,0,1.1968767157193811,3.011627928556675,0.03623505787269973,0.25847497585855045,0.057488227633464915,0.006273489778930388,9.999500033330834e-05,-0.6249516694026586,-0.5380130764318517,-0.1486880313112665,-0.015191959457049504
11042022,1,4.098383437978694,0.0,-1.2868281451182029,72.38,1,0,0.22942485035999893,1.104444896738411,-4.432889430409571,0.0290799716684333,0.020306091550111996,-0.09941623032840706,9.999500033330834e-05,-0.44009062000302696,-0.16223230317303844,-0.14571295550071509,0.509136156049478
11062022,1,-0.8949252578226113,0.0,0.18722583896782813,71.38,1,0,-1.9270208043393198,1.1417913927880112,-4.623996471371252,-0.12110236792439924,0.02270318781005137,-0.11986464421582538,0.3941213525916749,-0.2885994957684799,-0.17554940086391568,-0.1519980461015384,0.5564577572215212
11072022,1,-0.903258600611106,0.0,-1.2304912140422057,72.36,1,0,-1.984244130889391,1.7061423281307846,-1.4595657155921753,-0.027264849847627653,0.0235751659180797,-0.05870751111667842,0.209121152425032,-0.12467995895817607,-0.22383841662715828,-0.12505226462243624,0.2567517920919099
11082022,1,0.10187398096998954,1.0,0.0,72.91,1,0,-21.476314603195096,-6.98082370482172,1.2882187175001572,-0.011219016823774115,-0.0070517395139703355,0.06341507885836847,0.399352858114666,-0.02312110206985305,0.2003836773231844,-0.03229903629200252,0.25139585688700866
11102022,1,-0.9033343582728196,0.0,0.03078096415697805,73.03,1,0,-16.074757804979505,3.126139720653811,-0.09410796674528413,-0.008069997159481056,0.025172679261881308,-0.007405667637317451,0.3076105297974863,-0.022660835461150504,0.24726880952659888,0.08593429366190648,-0.0267541989186523
11112022,1,-0.9029555699642517,0.7567567567567567,0.8541979198381904,70.79,1,0,-0.23047321957573674,32.38234799699387,0.638760189209413,-0.04102564288923708,0.011923569030962446,0.24663371624085859,9.999500033330834e-05,0.3519994287636075,0.483277666926494,0.01900706666433004,0.33426468451011826
11122022,1,-0.897955564291155,0.0,-1.3629637975935966,71.79,1,0,1.334658932230544,2.8945239472329996,0.008992971299062106,0.21399272781658138,0.03026765784864071,0.0007878783565002369,9.999500033330834e-05,-0.5115237121284767,-0.3509636310617685,-0.10787348558310514,-0.002665384336122223
11132022,1,-0.29992458272409367,0.0,-1.56704656794836,71.92,1,0,0.8946977276653201,2.261207729526642,-2.5855503427061715,0.18218567222432988,0.07062263030305432,-0.41289283655940795,9.999500033330834e-05,-0.6001155858069792,-0.5101847657725841,-0.19446683108134308,0.7096235152494949
11142022,1,-0.9030313276259652,0.0,-1.1229491658146098,72.63,1,0,0.3282381388874317,0.19779489383320709,-5.033399387068848,0.012700563238922739,6.838186414495384e-05,-6.807966399394768e-05,9.999500033330834e-05,-0.21903414571075547,-0.0036844938664068318,-0.018768609889290418,0.018342155096996427
11152022,1,4.101489502108953,0.0,-1.4092830002380081,76.15,1,0,0.6109572855039138,1.8352651535934665,-1.80038731660013,0.02198960999558503,0.03665539903068996,-0.12111633346592131,9.999500033330834e-05,-0.21037014126760167,-0.300253009471298,-0.1523649923989886,0.3831956402097643
11162022,1,-0.8971222300123055,3.7837837837837847,-1.5327535268636838,72.21,1,0,0.1677961379115449,2.4581635994979396,-1.2527854627686439,0.033932616274074553,0.06965560587648799,-0.2145080340972034,9.999500033330834e-05,-0.5972819199834076,-0.5340827794664529,-0.18432473485716738,0.4176533291641568
11172022,1,-0.9033343582728196,0.0,-1.4280797960616893,74.78,1,0,-1.2907483567788414,2.7705034210456128,-0.052673853114003036,-0.17502362629508594,0.026071112503892782,-0.0038046380140006188,0.38886233442301044,-0.4592411225258132,-0.3130088968034091,-0.10203982511824063,0.014057178586827042
11712022,2,-0.8394706494482651,3.7837837837837847,-0.3899382763651076,73.76,1,0,12.748574381208307,-0.018628548977612267,5.67350171583357,0.4523425842296915,-0.44666804893442,0.047207946139935716,1.2241871801868136,0.17257940423442447,-0.09565036387034152,1.7743917870323784,-0.7288306541245024
11732022,1,-0.3341670458186354,0.0,-1.2694593987050313,72.96,1,0,-3.1823125661573086,-0.29898384570459663,2.1109636394849502,-0.3700508614335181,-0.16331416112969233,0.10307475733389719,0.7348555965616482,-0.4170375993249141,-0.249707335129713,0.5533529206730368,-0.6282255203261081
11742022,1,0.10187398096998954,1.0,0.0,70.69,1,0,-5.539726847854033,-0.2157043703651642,2.1620541585699486,-0.22619816361651612,-0.2314413960064791,0.10793605809553786,0.7511371773172099,-0.22573354189099995,-0.25287412805209547,0.7109066007236157,-0.6598617829021405
12022022,1,0.10187398096998954,1.0,0.0,71.33,1,0,-43.862199061488006,-3.208806409309359,3.6859391590540804,-0.004311109484329832,-0.04092039075159966,0.4839844974988946,9.999500033330834e-05,0.009865187998567969,0.30921934330779816,-0.11982809894509344,0.8482864567285744
12042022,1,-0.9033343582728196,0.0,-0.7665553800441677,71.12,1,0,0.5366198078312644,167.26137610776846,0.6014506523375586,0.012910905251495549,0.00012143271192685163,0.012216065704086848,9.999500033330834e-05,-0.1685510355551399,0.13323343839996513,0.0008516968824136082,0.08224036504937624
12062022,1,-0.9007737493069004,3.7837837837837847,-1.2604665057327529,71.35,1,0,-3.2058836087931892,2.3965019801381935,-0.20249814129660187,-0.19754195815398556,0.013828248934054798,-0.006710672158978374,0.5854502152410993,-0.28532601950573067,-0.2009447457468252,-0.07900176231471882,0.03620004242511438
12072022,1,0.10187398096998954,1.0,0.0,71.09,1,0,0.36312977064508567,12.347125346540357,0.4630703503998118,0.2870054714159471,0.013519676250436674,0.077299934105518,0.2797745777413065,0.6360610251364799,0.3425747381212774,0.03255456568486657,0.17327785111481578
12102022,1,0.10187398096998954,1.0,0.0,70.68,1,0,-1.4277868231152988,-3.265496975295078,0.42387254520409995,-0.049863264569005916,-0.00017938703213701116,0.00024829937033476936,0.23651159801034458,-0.20687437951180554,0.023914801637767383,-0.007439355515997249,0.01020674351618043
12142022,1,0.10187398096998954,1.0,0.0,71.01,1,0,4.2588521173015295,-6.075156103259439,1.199917570252287,0.33479582810279535,-0.003244756645939106,0.023653258880984566,9.999500033330834e-05,-0.32902903013571705,0.1313798373376441,-0.023381898238470488,0.15569474359302174
12152022,1,4.09980768201891,0.0,-1.465209080734939,70.04,1,0,0.2566111401781648,2.108892271868235,-0.5681815072589589,0.025999136841335833,0.019285664767979868,-0.02310873132424114,9.999500033330834e-05,-0.38317105491324355,-0.22523509804985173,-0.10051572499467663,0.10848304490513594
12172022,1,0.10187398096998954,1.0,0.0,70.82,1,0,-0.3386987210130008,3.8151723335473866,0.3858496989241353,-0.04864185959351696,0.02808673870106369,0.04134601327042852,0.12076057685551503,-0.476366720610047,-0.39652498020595633,-0.08970727218601286,-0.13502571852304995
12182022,1,0.10187398096998954,1.0,0.0,70.89,1,0,0.0943114348513804,3.4349419178327363,0.003393101400848185,0.03419299998121709,0.15424326605907027,0.0017977216516788864,0.05523340216045755,0.47133067192961775,0.5468981517903505,0.1921943887781827,0.0024667429022823747
12192022,1,0.10187398096998954,1.0,0.0,71.03,1,0,-0.24252027485769037,0.6663140325478516,-1.23489399994882,-0.17788130585161302,0.07639566674096046,-0.06286043262344725,9.999500033330834e-05,0.6186544990666865,0.20344524789971458,0.2916289100074429,-0.3265814400397601
12202022,1,0.10187398096998954,1.0,0.0,71.24,1,0,-0.21932056426750704,0.6030866833487456,-8.059869893619338,-0.0007973965021031219,0.008590148679008652,-0.041754996437273206,0.013137746921579044,-0.06219167421778575,-0.0746981313491064,-0.12709127799657918,0.4575011340479427
12232022,1,0.10187398096998954,1.0,0.0,71.18,1,0,0.6110302352646174,-2.5086011150083456,2.671464349236835,0.14679612660325295,-0.012193010528445113,0.08171314812016306,0.2619752350908669,0.39887446907976243,0.1611766862923497,-0.07226660685719435,0.3833688948859083
12252022,1,0.10187398096998954,1.0,0.0,70.88,1,0,2.5520030446865563,-65.20199219294416,0.9151604341801133,0.5942052431030708,-0.0027460267083874094,0.16385619214604297,9.999500033330834e-05,-0.6588108680794627,-0.5501535303255229,0.006468692843103337,-0.48978169735253346
12722022,2,-0.9030313276259652,0.0,-1.3873536596646427,71.13,1,0,0.7836203652076826,-0.07547888911659015,2.0962156458523746,0.029969712459521233,-0.8062274582945114,0.12756133126578287,9.999500033330834e-05,-0.21761359920726359,-0.28327090711682323,1.4512052698646085,-0.7279529914592245
12742022,2,-0.8672737112971518,0.0,-1.101178667100809,70.9,1,0,-2.6061700426549295,-0.048870801231515,2.0877383376327554,-0.2633615109932205,-1.2850544631870846,0.13111339408736386,0.6034803237582416,-0.3825621033060771,-0.28848580380517436,1.8128453509208133,-0.7406425684935936
