id,happiness_score
11022022,72.4113450046723
11052022,71.9979228238293
11092022,73.24810448337152
11182022,73.76182031031804
11752022,73.03321276292978
12052022,72.54329382368273
12082022,72.06506162965321
12112022,72.21833737700305
12122022,70.54293140074174
12162022,73.67624661847921
12212022,72.99733657971478
12222022,73.66995451269656
12242022,72.08467238547402
12732022,72.64090959581266
12762022,71.23456050536554
13072022,69.93393894312621
13102022,74.05923693790305
13722022,70.9938097501999
13762022,71.9034880801617
14042022,73.5020113178299
14092022,71.28989032231343
15022022,76.05199418261658
15032022,75.39261485711648
15072022,74.29559259100837
15092022,73.57954570346756
16012022,71.99826738120859
16052022,73.35251527082225
16082022,70.73974264789105
17052022,73.3211322499316
17082022,72.44570090730427
18722022,72.00438518276385
31722022,73.4459031941356
32072022,72.29404020537088
32172022,75.76040910035843
32182022,73.62084469772988
32772022,75.11225600789686
32782022,75.2068049574924
33012022,72.86649965567891
33042022,71.82724235779813
33712022,74.34946304121532
33742022,71.11941566071332
35012022,71.6846655134165
35032022,71.74160510292774
35052022,74.71924657367596
35112022,71.05965815464364
35172022,73.52940219840352
35192022,72.23801726384796
35212022,73.05083141646917
35232022,74.94312356083589
35252022,72.36983688312321
35262022,72.66333665254007
35742022,72.60490764070857
35782022,73.71492528632207
36042022,71.95613658035174
51072022,74.36321835186509
52022022,70.79109365681038
52722022,72.90852348882278
53022022,73.76183064051692
53052022,70.14584830402892
53142022,71.58389263266176
53182022,70.91120849064515
53192022,70.50268480042669
61022022,73.61509092437393
61032022,73.3239849939612
61712022,74.5067106519207
62012022,71.94135411849375
62022022,74.28216496448609
62032022,75.51825917019964
63052022,71.75313157860552
63062022,72.38881794865827
63072022,72.29510015538999
63712022,74.29111432977888
64022022,72.0494093305597
64712022,72.76464365357096
64742022,72.98749559077467
65022022,77.84999555263832
71072022,72.0428335943876
71082022,72.13698706555024
72022022,72.01203888153073
72092022,73.66021451621886
73042022,70.48935754639241
73052022,72.10237610196255
73072022,72.68879003782997
73082022,72.29676092644164
73132022,73.56006162554519
73252022,74.65931503650354
74012022,74.29150635607378
74712022,73.81630505018451
81042022,77.10202282517395
81052022,76.0221548505271
81092022,75.08050357417113
82032022,77.06102241343609
82722022,72.7374944383171
91062022,76.16273312443619
91102022,74.69390967082704
91122022,75.84273345341212
94012022,72.39084512756253
94042022,75.20647964819118
94082022,72.97853985696426
94112022,71.28741683745042
94202022,75.84042617680514
94302022,70.32989562344012
94362022,71.56122240390934
11012023,74.70402388747056
11052023,73.33168172150364
11122023,75.74611250731562
11152023,77.06342287794558
11712023,76.05246858234723
11732023,74.62263930660274
12022023,72.90351118312228
12102023,73.33447965686163
12182023,75.28763655816294
12252023,73.06490251453283
12722023,72.87906963167801
13042023,72.62431074602097
13062023,74.42458928535407
13102023,76.1041571536624
14012023,75.61164836497733
14072023,73.56197399334036
15072023,75.66816436690435
16102023,75.09839501501173
16722023,74.6541940029379
17012023,71.59653083943681
17042023,75.75984938990493
17062023,75.10966720048084
17072023,73.21003247011284
17092023,72.37518155017239
18022023,72.81232461556331
18072023,72.62857825961194
19012023,74.00517890111773
19032023,75.69132936979213
21722023,76.52063440602055
31742023,74.63292217094174
32012023,77.84833201737788
32062023,76.64285585334169
32752023,75.8458809771945
33022023,74.21729016660633
33082023,74.54368947128444
33142023,73.83679580064448
33152023,74.67397680120902
33202023,75.6675427905519
33252023,74.57995532404692
33272023,76.30574950495405
33732023,76.8839294731043
34032023,73.40587713866228
35052023,76.09226910357935
35082023,76.4660721435249
35132023,75.07199284803063
35152023,75.2494793472481
35162023,74.40138743937804
35202023,75.16076308265558
35232023,77.68879164660262
36012023,71.76567993103151
52022023,73.7730050034224
52722023,74.47491050867893
53022023,74.77369580468304
53062023,70.52655929925838
53112023,72.13918187927604
53172023,71.6139305291657
53202023,72.49215658761987
61012023,72.3454222109773
61072023,74.1441546667749
62012023,75.35077071917746
62062023,73.8704606315429
62112023,77.40967077983105
63082023,74.59778697930012
64022023,73.57798668002603
64092023,75.1900474775825
65012023,71.90558931688616
65022023,78.31722123987336
71012023,73.26547296232206
71052023,74.53545810763995
71082023,74.79176795542723
71112023,75.02482077462983
71722023,76.63839651131948
71742023,76.0037736370646
72072023,74.97529128973642
72112023,74.27458195306171
73012023,74.21341349154784
73162023,74.18632922285084
73262023,73.02844021244891
73712023,73.94222757339088
74062023,75.17739447986635
74122023,74.83578425327414
74722023,75.35309376412181
75022023,73.96472130386314
76022023,72.30491304229845
76042023,75.91516282813697
81022023,76.93270576191951
81072023,76.60601423857315
82012023,77.19099887830232
82022023,76.38561331970655
82052023,74.6018424894707
82072023,76.01226658314427
91042023,74.63209414123183
91062023,76.33105515641002
91082023,75.03888680410103
94082023,76.121417831578
94092023,72.52891538562419
94122023,73.78985439037619
94142023,71.21662347561919
94202023,75.98771938569115
94272023,72.09249208568176
94332023,71.18621047875018
94342023,73.62775465186738
94362023,70.71027538571879
