id,happiness_score
11022022,73.31377736981855
11052022,71.37802684593437
11092022,72.98878370255365
11182022,73.79389552594301
11752022,74.07040710889552
12052022,72.63995900470225
12082022,72.3198021877839
12112022,72.45626748214849
12122022,71.10981404139513
12162022,74.09715225053725
12212022,72.26314540703686
12222022,72.92267930778607
12242022,71.26591520690185
12732022,72.36292066293265
12762022,71.60030232681628
13072022,70.62413798078288
13102022,73.75005359884457
13722022,71.2604857082656
13762022,72.23761115438795
14042022,73.60962645185346
14092022,71.06502314136598
15022022,75.22378128665378
15032022,76.36128522203691
15072022,73.40745240616958
15092022,75.62510259100026
16012022,72.78464133984127
16052022,73.65081037162615
16082022,71.27131546588436
17052022,73.10627952912812
17082022,72.58468288580539
18722022,72.27548247130426
31722022,74.29061994869433
32072022,73.29316047155238
32172022,75.66255178581198
32182022,73.22762401702714
32772022,74.49660380377979
32782022,74.18600002967129
33012022,73.03178851815076
33042022,73.71939530527804
33712022,73.347249663509
33742022,71.84624966059181
35012022,71.85230385996717
35032022,71.46314380785519
35052022,74.5887488755167
35112022,71.32729780155499
35172022,72.73983610427806
35192022,71.94473650133628
35212022,72.06856839199354
35232022,74.00885833856988
35252022,72.06894310956997
35262022,72.87821128507926
35742022,72.20923359809747
35782022,73.94849693721025
36042022,72.60090509243881
51072022,72.5904330671334
52022022,71.44395595091332
52722022,73.1783854302042
53022022,74.37208046679272
53052022,70.35991987846593
53142022,71.13970617519274
53182022,72.16192258007482
53192022,71.1682608578218
61022022,73.12683599445832
61032022,73.79566356671329
61712022,73.07650280129478
62012022,73.24488893328196
62022022,73.8177050961862
62032022,74.8197392089418
63052022,72.68050632156813
63062022,72.52272957394419
63072022,72.5924999279594
63712022,73.30851248549833
64022022,72.5552207279031
64712022,72.32106392955518
64742022,73.6375570363409
65022022,74.75639619669874
71072022,73.34709784832364
71082022,73.78538481464838
72022022,72.97659479110855
72092022,73.77767866794737
73042022,71.52307085549148
73052022,71.65441379645608
73072022,73.01983313701358
73082022,72.21494809762972
73132022,73.69174513226649
73252022,73.32006175456392
74012022,73.4352648960029
74712022,74.3533942318878
81042022,76.15532443796046
81052022,75.76434206687097
81092022,75.16795778467002
82032022,76.53798382641192
82722022,74.58557415677325
91062022,75.75452243097064
91102022,74.64267402255545
91122022,74.84939917380818
94012022,73.24265081257178
94042022,73.37975964068161
94082022,72.83673211081991
94112022,70.64775535700886
94202022,74.71311904554032
94302022,70.66961239910864
94362022,72.81374276805872
11012023,75.52341578614373
11052023,73.86755729384352
11122023,76.15383041334222
11152023,76.90781445876205
11712023,74.71252750251442
11732023,74.4345896327207
12022023,73.22458587755986
12102023,73.82901246382174
12182023,74.13796580117685
12252023,73.82697838879523
12722023,72.73208978159732
13042023,73.14687425042108
13062023,74.01542821458877
13102023,76.01631919827454
14012023,73.55499801918693
14072023,74.10258835880583
15072023,75.42847829380878
16102023,74.36249879594476
16722023,74.56323448890582
17012023,72.65351810517437
17042023,75.47304924258684
17062023,73.9030812534574
17072023,74.4898104306415
17092023,73.70708552448488
18022023,73.97072243389846
18072023,73.21760681728604
19012023,74.06744318674518
19032023,75.37845050512263
21722023,76.06959794913949
31742023,76.79062764211362
32012023,76.93577833442389
32062023,76.18006900751291
32752023,76.8050862667894
33022023,74.28768216116869
33082023,74.77956803230718
33142023,73.93265282139838
33152023,75.15823981559083
33202023,74.38467472361936
33252023,75.27263486334625
33272023,75.6163901005547
33732023,75.67298176853727
34032023,73.60114714941363
35052023,76.07795183084154
35082023,75.7369094138998
35132023,74.62184796146991
35152023,75.2484852349719
35162023,74.2731645202502
35202023,75.24904954158674
35232023,76.46410338969912
36012023,72.2906690774667
52022023,74.43467862620108
52722023,75.02644208792834
53022023,75.66769491604717
53062023,70.50198453211881
53112023,72.36508870218006
53172023,70.68738561263085
53202023,73.0549463893459
61012023,72.5039800209398
61072023,73.53601719885836
62012023,76.02327007117772
62062023,75.23286405152709
62112023,76.8838420447127
63082023,74.64077070454476
64022023,75.48979127650267
64092023,75.00296030528237
65012023,72.87468153590713
65022023,75.38611052566138
71012023,73.78197094042703
71052023,74.55713248272534
71082023,76.4960140388782
71112023,75.4641923530406
71722023,75.69207459674736
71742023,76.04647865696124
72072023,74.26023589553826
72112023,76.1164867955005
73012023,74.71626655550804
73162023,74.22452646012424
73262023,73.48426729490767
73712023,74.98647300756848
74062023,75.08564689661439
74122023,75.01320340048254
74722023,75.49176248149324
75022023,75.02849640819791
76022023,72.00896939499168
76042023,75.18987479942173
81022023,76.2919346408828
81072023,76.76079113589543
82012023,76.53380872437246
82022023,76.45499289700916
82052023,74.06675794129517
82072023,77.13193396561341
91042023,75.08226108723667
91062023,76.31484009959419
91082023,75.86657573430182
94082023,75.88484410264158
94092023,72.39980762137739
94122023,74.24399736274654
94142023,72.1341112673957
94202023,75.64813344728984
94272023,73.32450729866115
94332023,70.60914449989863
94342023,72.81495260953464
94362023,72.41569216915411
